class,area,year,id,
'Restinga Arbórea',135977.5569,2011,1,
'Campo Alagado e Área Pantanosa',155475.7205,2011,1,
'Formação Campestre',36794.87191,2011,1,
'Apicum',363.4378203,2011,1,
'Afloramento Rochoso',9347.363187,2011,1,
'Restinga Herbácea',3766.625671,2011,1,
'Pastagem',3505580.895,2011,1,
'Soja',4423165.865,2011,1,
'Cana',539127.223,2011,1,
'Arroz',402.0569361,2011,1,
'Algodão (beta)',0,2011,1,
'Outras Lavouras Temporárias',1497107.4,2011,1,
'Café',43946.56217,2011,1,
'Outras Lavouras Perenes',2455.979127,2011,1,
'Silvicultura',876637.8537,2011,1,
'Mosaico de Usos',3028384.449,2011,1,
'Praia  Duna e Areal',470.5161452,2011,1,
'Área Urbanizada',245878.6399,2011,1,
'Mineração',3415.96478,2011,1,
'Outras Áreas não Vegetadas',7305.601866,2011,1,
'Rio Lago e Oceano',388763.3025,2011,1,
'Aquicultura',0,2011,1,
'Formação Florestal',5021767.577,2012,1,
'Formação Savânica',704.3771034,2012,1,
'Mangue',19229.00908,2012,1,
'Restinga Arbórea',136423.237,2012,1,
'Campo Alagado e Área Pantanosa',155121.5679,2012,1,
'Formação Campestre',37049.20772,2012,1,
'Apicum',325.4214898,2012,1,
'Afloramento Rochoso',9341.480375,2012,1,
'Restinga Herbácea',3834.037729,2012,1,
'Pastagem',3427523.955,2012,1,
'Soja',4650947.567,2012,1,
'Cana',559909.0376,2012,1,
'Arroz',384.711194,2012,1,
'Algodão (beta)',0,2012,1,
'Outras Lavouras Temporárias',1176849.917,2012,1,
'Café',45191.30437,2012,1,
'Outras Lavouras Perenes',2538.37359,2012,1,
'Silvicultura',929998.7157,2012,1,
'Mosaico de Usos',3099743.504,2012,1,
'Praia  Duna e Areal',486.6886371,2012,1,
'Área Urbanizada',250711.7652,2012,1,
'Mineração',3522.186385,2012,1,
'Outras Áreas não Vegetadas',9187.328368,2012,1,
'Rio Lago e Oceano',387147.3932,2012,1,
'Aquicultura',0,2012,1,
'Formação Florestal',5041542.014,2013,1,
'Formação Savânica',697.6636356,2013,1,
'Mangue',19167.65354,2013,1,
'Restinga Arbórea',137394.593,2013,1,
'Campo Alagado e Área Pantanosa',153937.3826,2013,1,
'Formação Campestre',36902.10589,2013,1,
'Apicum',237.1920558,2013,1,
'Afloramento Rochoso',9344.196773,2013,1,
'Restinga Herbácea',3906.337543,2013,1,
'Pastagem',3317591.566,2013,1,
'Soja',4636203.222,2013,1,
'Cana',558925.824,2013,1,
'Arroz',347.1696453,2013,1,
'Algodão (beta)',0,2013,1,
'Outras Lavouras Temporárias',1221683.497,2013,1,
'Café',45305.78744,2013,1,
'Outras Lavouras Perenes',2811.592433,2013,1,
'Silvicultura',970238.6135,2013,1,
'Mosaico de Usos',3110594.489,2013,1,
'Praia  Duna e Areal',504.5547135,2013,1,
'Área Urbanizada',256702.4916,2013,1,
'Mineração',3663.625509,2013,1,
'Outras Áreas não Vegetadas',10468.36205,2013,1,
'Rio Lago e Oceano',389774.59,2013,1,
'Aquicultura',0,2013,1,
'Formação Florestal',5060557,2014,1,
'Formação Savânica',609.4703869,2014,1,
'Mangue',19730.62387,2014,1,
'Restinga Arbórea',136852.8545,2014,1,
'Campo Alagado e Área Pantanosa',153321.183,2014,1,
'Formação Campestre',36689.84701,2014,1,
'Apicum',158.928385,2014,1,
'Afloramento Rochoso',9348.732336,2014,1,
'Restinga Herbácea',3928.641944,2014,1,
'Pastagem',3269622.632,2014,1,
'Soja',4491875.173,2014,1,
'Cana',596176.4241,2014,1,
'Arroz',428.0377929,2014,1,
'Algodão (beta)',0,2014,1,
'Outras Lavouras Temporárias',1380588.098,2014,1,
'Café',43945.53477,2014,1,
'Outras Lavouras Perenes',2429.781333,2014,1,
'Silvicultura',1009595.597,2014,1,
'Mosaico de Usos',3045801.671,2014,1,
'Praia  Duna e Areal',507.1340772,2014,1,
'Área Urbanizada',261513.4985,2014,1,
'Mineração',3779.224169,2014,1,
'Outras Áreas não Vegetadas',12469.82656,2014,1,
'Rio Lago e Oceano',388008.9593,2014,1,
'Aquicultura',0,2014,1,
'Formação Florestal',5079565.974,2015,1,
'Formação Savânica',534.2718892,2015,1,
'Mangue',20040.61279,2015,1,
'Restinga Arbórea',136513.8754,2015,1,
'Campo Alagado e Área Pantanosa',152521.3498,2015,1,
'Formação Campestre',35753.25907,2015,1,
'Apicum',121.4492665,2015,1,
'Afloramento Rochoso',9337.714501,2015,1,
'Restinga Herbácea',3911.553041,2015,1,
'Pastagem',3234225.379,2015,1,
'Soja',4674041.265,2015,1,
'Cana',599848.2402,2015,1,
'Arroz',304.7659091,2015,1,
'Algodão (beta)',0,2015,1,
'Outras Lavouras Temporárias',1216769.509,2015,1,
'Café',39462.50786,2015,1,
'Outras Lavouras Perenes',2429.319301,2015,1,
'Silvicultura',1037149.939,2015,1,
'Mosaico de Usos',3011390.953,2015,1,
'Praia  Duna e Areal',477.4788412,2015,1,
'Área Urbanizada',266299.2946,2015,1,
'Mineração',3895.201964,2015,1,
'Outras Áreas não Vegetadas',14446.25243,2015,1,
'Rio Lago e Oceano',388909.8984,2015,1,
'Aquicultura',0,2015,1,
'Formação Florestal',5096203.222,2016,1,
'Formação Savânica',676.6134186,2016,1,
'Mangue',19881.13612,2016,1,
'Restinga Arbórea',136695.6362,2016,1,
'Campo Alagado e Área Pantanosa',151271.8736,2016,1,
'Formação Campestre',35133.92427,2016,1,
'Apicum',110.3597431,2016,1,
'Afloramento Rochoso',9324.476372,2016,1,
'Restinga Herbácea',3861.400768,2016,1,
'Pastagem',3191263.201,2016,1,
'Soja',5052911.734,2016,1,
'Cana',585250.9227,2016,1,
'Arroz',111.9214407,2016,1,
'Algodão (beta)',0,2016,1,
'Outras Lavouras Temporárias',883787.005,2016,1,
'Café',36968.26462,2016,1,
'Outras Lavouras Perenes',2424.799805,2016,1,
'Silvicultura',1054922.171,2016,1,
'Mosaico de Usos',2983205.364,2016,1,
'Praia  Duna e Areal',456.0690589,2016,1,
'Área Urbanizada',271488.7709,2016,1,
'Mineração',3976.02886,2016,1,
'Outras Áreas não Vegetadas',14872.76387,2016,1,
'Rio Lago e Oceano',393164.2897,2016,1,
'Aquicultura',0,2016,1,
'Formação Florestal',5111669.465,2017,1,
'Formação Savânica',685.6721579,2017,1,
'Mangue',19498.56039,2017,1,
'Restinga Arbórea',136694.027,2017,1,
'Campo Alagado e Área Pantanosa',150805.4406,2017,1,
'Formação Campestre',34807.53939,2017,1,
'Apicum',112.7864339,2017,1,
'Afloramento Rochoso',9324.367245,2017,1,
'Restinga Herbácea',3853.86982,2017,1,
'Pastagem',3133013.112,2017,1,
'Soja',5252614.469,2017,1,
'Cana',564225.5573,2017,1,
'Arroz',180.2495618,2017,1,
'Algodão (beta)',0,2017,1,
'Outras Lavouras Temporárias',733670.7515,2017,1,
'Café',34834.17263,2017,1,
'Outras Lavouras Perenes',2619.962668,2017,1,
'Silvicultura',1061802.675,2017,1,
'Mosaico de Usos',2993203.455,2017,1,
'Praia  Duna e Areal',471.654873,2017,1,
'Área Urbanizada',275891.2031,2017,1,
'Mineração',4050.212444,2017,1,
'Outras Áreas não Vegetadas',15021.46691,2017,1,
'Rio Lago e Oceano',388902.0569,2017,1,
'Aquicultura',0.891151318,2017,1,
'Formação Florestal',5116416.35,2018,1,
'Formação Savânica',625.8179452,2018,1,
'Mangue',19129.47918,2018,1,
'Restinga Arbórea',136384.0156,2018,1,
'Campo Alagado e Área Pantanosa',150564.0689,2018,1,
'Formação Campestre',34304.51347,2018,1,
'Apicum',120.0712412,2018,1,
'Afloramento Rochoso',9319.803509,2018,1,
'Restinga Herbácea',3858.976398,2018,1,
'Pastagem',3077727.335,2018,1,
'Soja',5334040.569,2018,1,
'Cana',558212.2687,2018,1,
'Arroz',414.5818056,2018,1,
'Algodão (beta)',0,2018,1,
'Outras Lavouras Temporárias',610072.8888,2018,1,
'Café',33774.91675,2018,1,
'Outras Lavouras Perenes',2753.743363,2018,1,
'Silvicultura',1072710.7,2018,1,
'Mosaico de Usos',3079859.219,2018,1,
'Praia  Duna e Areal',471.5718704,2018,1,
'Área Urbanizada',280457.3668,2018,1,
'Mineração',4134.883561,2018,1,
'Outras Áreas não Vegetadas',15102.92797,2018,1,
'Rio Lago e Oceano',387485.8319,2018,1,
'Aquicultura',2.187384503,2018,1,
'Formação Florestal',5102685.123,2019,1,
'Formação Savânica',526.2214167,2019,1,
'Mangue',19369.50633,2019,1,
'Restinga Arbórea',136524.6189,2019,1,
'Campo Alagado e Área Pantanosa',149263.3985,2019,1,
'Formação Campestre',33594.64001,2019,1,
'Apicum',125.2438236,2019,1,
'Afloramento Rochoso',9286.765322,2019,1,
'Restinga Herbácea',3843.851462,2019,1,
'Pastagem',3014162.425,2019,1,
'Soja',5337704.537,2019,1,
'Cana',515190.6466,2019,1,
'Arroz',609.0383936,2019,1,
'Algodão (beta)',0,2019,1,
'Outras Lavouras Temporárias',656798.7346,2019,1,
'Café',34440.96672,2019,1,
'Outras Lavouras Perenes',3174.363759,2019,1,
'Silvicultura',1099158.519,2019,1,
'Mosaico de Usos',3122583.523,2019,1,
'Praia  Duna e Areal',455.9737549,2019,1,
'Área Urbanizada',284505.3036,2019,1,
'Mineração',4253.497652,2019,1,
'Outras Áreas não Vegetadas',14729.92481,2019,1,
'Rio Lago e Oceano',384941.7375,2019,1,
'Aquicultura',19.90254583,2019,1,
'Formação Florestal',5101660.58,2020,1,
'Formação Savânica',459.5138483,2020,1,
'Mangue',20013.09459,2020,1,
'Restinga Arbórea',135318.4163,2020,1,
'Campo Alagado e Área Pantanosa',148575.6895,2020,1,
'Formação Campestre',33235.54161,2020,1,
'Apicum',141.0097619,2020,1,
'Afloramento Rochoso',9272.790126,2020,1,
'Restinga Herbácea',3819.487262,2020,1,
'Pastagem',2938567.997,2020,1,
'Soja',5472593.261,2020,1,
'Cana',537733.2419,2020,1,
'Arroz',669.0092717,2020,1,
'Algodão (beta)',0,2020,1,
'Outras Lavouras Temporárias',527763.5514,2020,1,
'Café',34614.62528,2020,1,
'Outras Lavouras Perenes',3716.450309,2020,1,
'Silvicultura',1110833.502,2020,1,
'Mosaico de Usos',3159396.888,2020,1,
'Praia  Duna e Areal',452.9826842,2020,1,
'Área Urbanizada',287377.2417,2020,1,
'Mineração',4323.688629,2020,1,
'Outras Áreas não Vegetadas',15097.35633,2020,1,
'Rio Lago e Oceano',382298.1694,2020,1,
'Aquicultura',33.01248167,2020,1,
'Formação Florestal',5101847.341,2021,1,
'Formação Savânica',382.6141924,2021,1,
'Mangue',20096.09448,2021,1,
'Restinga Arbórea',135290.502,2021,1,
'Campo Alagado e Área Pantanosa',147494.2967,2021,1,
'Formação Campestre',33216.81332,2021,1,
'Apicum',145.2969256,2021,1,
'Afloramento Rochoso',9271.342214,2021,1,
'Restinga Herbácea',3822.880818,2021,1,
'Pastagem',2898059.597,2021,1,
'Soja',5517645.124,2021,1,
'Cana',534310.2703,2021,1,
'Arroz',401.0471853,2021,1,
'Algodão (beta)',0,2021,1,
'Outras Lavouras Temporárias',496131.8219,2021,1,
'Café',34679.71147,2021,1,
'Outras Lavouras Perenes',3704.36835,2021,1,
'Silvicultura',1116316.593,2021,1,
'Mosaico de Usos',3181595.771,2021,1,
'Praia  Duna e Areal',451.932012,2021,1,
'Área Urbanizada',290134.0664,2021,1,
'Mineração',4415.95468,2021,1,
'Outras Áreas não Vegetadas',15757.97095,2021,1,
'Rio Lago e Oceano',382705.1009,2021,1,
'Aquicultura',67.46095341,2021,1,
'Formação Florestal',5120839.41,2022,1,
'Formação Savânica',336.1474998,2022,1,
'Mangue',19920.74905,2022,1,
'Restinga Arbórea',134335.1919,2022,1,
'Campo Alagado e Área Pantanosa',146021.7518,2022,1,
'Formação Campestre',33094.46898,2022,1,
'Apicum',147.8909662,2022,1,
'Afloramento Rochoso',9264.332798,2022,1,
'Restinga Herbácea',3843.285624,2022,1,
'Pastagem',2848407.897,2022,1,
'Soja',5582139.012,2022,1,
'Cana',556275.9714,2022,1,
'Arroz',367.0159089,2022,1,
'Algodão (beta)',1.805184137,2022,1,
'Outras Lavouras Temporárias',433852.4447,2022,1,
'Café',34735.03431,2022,1,
'Outras Lavouras Perenes',3533.960117,2022,1,
'Silvicultura',1125019.491,2022,1,
'Mosaico de Usos',3170825.587,2022,1,
'Praia  Duna e Areal',453.2250974,2022,1,
'Área Urbanizada',290494.0518,2022,1,
'Mineração',4449.758274,2022,1,
'Outras Áreas não Vegetadas',17696.79738,2022,1,
'Rio Lago e Oceano',391837.7916,2022,1,
'Aquicultura',74.34632539,2022,1,
'Formação Florestal',5125659.33,2023,1,
'Formação Savânica',345.3150184,2023,1,
'Mangue',19931.79714,2023,1,
'Restinga Arbórea',134134.1875,2023,1,
'Campo Alagado e Área Pantanosa',145932.328,2023,1,
'Formação Campestre',33222.94222,2023,1,
'Apicum',148.1341406,2023,1,
'Afloramento Rochoso',9247.334485,2023,1,
'Restinga Herbácea',3863.420298,2023,1,
'Pastagem',2818727.73,2023,1,
'Soja',5669466.499,2023,1,
'Cana',563034.3117,2023,1,
'Arroz',410.9217731,2023,1,
'Algodão (beta)',1.805184137,2023,1,
'Outras Lavouras Temporárias',355149.0121,2023,1,
'Café',34676.02886,2023,1,
'Outras Lavouras Perenes',3454.737973,2023,1,
'Silvicultura',1125119.511,2023,1,
'Mosaico de Usos',3166574.776,2023,1,
'Praia  Duna e Areal',438.0662466,2023,1,
'Área Urbanizada',296626.0554,2023,1,
'Mineração',4461.970815,2023,1,
'Outras Áreas não Vegetadas',23989.11676,2023,1,
'Rio Lago e Oceano',393266.791,2023,1,
Aquicultura',74.18373231,2023,1,
