system:index,area,class,id,year,.geo
0_000000000000000000bf_0_0,0.0004289881950827206,'Mosaico de Agricultura ou Pastagem',192,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000bf_0_1,0.0005656288794424019,'Restinga Florestal',192,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000bf_0_0,0.0004289881950827206,'Mosaico de Agricultura ou Pastagem',192,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000bf_0_1,0.0005656288794424019,'Restinga Florestal',192,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000bf_0_0,0.0004289881950827206,'Mosaico de Agricultura ou Pastagem',192,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000bf_0_1,0.0005656288794424019,'Restinga Florestal',192,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000bf_0_0,0.0004289881950827206,'Mosaico de Agricultura ou Pastagem',192,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000bf_0_1,0.0005656288794424019,'Restinga Florestal',192,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000bf_0_0,0.0004289881950827206,'Mosaico de Agricultura ou Pastagem',192,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000bf_0_1,0.0005656288794424019,'Restinga Florestal',192,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000bf_0_0,0.0004289881950827206,'Mosaico de Agricultura ou Pastagem',192,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000bf_0_1,0.0005656288794424019,'Restinga Florestal',192,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000bf_0_0,0.0004289881950827206,'Mosaico de Agricultura ou Pastagem',192,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000bf_0_1,0.0005656288794424019,'Restinga Florestal',192,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000bf_0_0,0.0004289881950827206,'Mosaico de Agricultura ou Pastagem',192,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000bf_0_1,0.0005656288794424019,'Restinga Florestal',192,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000bf_0_0,0.0004289881950827206,'Mosaico de Agricultura ou Pastagem',192,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000bf_0_1,0.0005656288794424019,'Restinga Florestal',192,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000bf_0_0,0.0004289881950827206,'Mosaico de Agricultura ou Pastagem',192,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000bf_0_1,0.0005656288794424019,'Restinga Florestal',192,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000bf_0_0,0.0004289881950827206,'Mosaico de Agricultura ou Pastagem',192,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
