system:index,area,class,id,year,.geo
0_0000000000000000001c_0_0,0.1685685424675436,'Formação Florestal',29,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000001c_0_0,0.1677576092400045,'Formação Florestal',29,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000001c_0_1,0.0008109332275390625,'Mosaico de Agricultura ou Pastagem',29,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001c_0_0,0.1653947299036362,'Formação Florestal',29,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001c_0_1,0.0008109332275390625,'Mosaico de Agricultura ou Pastagem',29,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001c_0_2,0.0023628793363683,"'Rio, Lago e Oceano'",29,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000001c_0_0,0.1677576092400045,'Formação Florestal',29,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000001c_0_1,0.0008109332275390625,'Mosaico de Agricultura ou Pastagem',29,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000001c_0_0,0.1662120708740234,'Formação Florestal',29,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000001c_0_1,0.0023564715935202,'Mosaico de Agricultura ou Pastagem',29,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000001c_0_0,0.1662120708740234,'Formação Florestal',29,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000001c_0_1,0.0023564715935202,'Mosaico de Agricultura ou Pastagem',29,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000001c_0_0,0.1662120708740234,'Formação Florestal',29,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000001c_0_1,0.0023564715935202,'Mosaico de Agricultura ou Pastagem',29,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000001c_0_0,0.1626852451135972,'Formação Florestal',29,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000001c_0_1,0.0023564715935202,'Mosaico de Agricultura ou Pastagem',29,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000001c_0_2,0.0035268257604262,"'Rio, Lago e Oceano'",29,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000001c_0_0,0.1662120708740234,'Formação Florestal',29,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000001c_0_1,0.0023564715935202,'Mosaico de Agricultura ou Pastagem',29,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000001c_0_0,0.1662120708740234,'Formação Florestal',29,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000001c_0_1,0.0023564715935202,'Mosaico de Agricultura ou Pastagem',29,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000001c_0_0,0.1662120708740234,'Formação Florestal',29,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
