system:index,area,class,id,year,.geo
0_000000000000000000b1_0_0,0.3846973855700925,'Formação Florestal',178,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000b1_0_1,0.3182080476141232,'Pastagem',178,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000000000000000000b1_0_2,0.6308786729161855,'Mosaico de Agricultura ou Pastagem',178,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b1_0_0,0.4001656215930418,'Formação Florestal',178,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b1_0_1,0.2956508253669288,'Pastagem',178,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000000b1_0_2,0.6379676591404314,'Mosaico de Agricultura ou Pastagem',178,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000b1_0_0,0.394466828746362,'Formação Florestal',178,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000b1_0_1,0.2690481670424513,'Pastagem',178,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000000b1_0_2,0.6702691103115889,'Mosaico de Agricultura ou Pastagem',178,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000b1_0_0,0.394466828746362,'Formação Florestal',178,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000b1_0_1,0.2492149482955631,'Pastagem',178,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000000000000000000b1_0_2,0.6901023290584783,'Mosaico de Agricultura ou Pastagem',178,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000b1_0_0,0.3732907391407685,'Formação Florestal',178,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000b1_0_1,0.2125941725035422,'Pastagem',178,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000000000000000000b1_0_2,0.7478991944560921,'Mosaico de Agricultura ou Pastagem',178,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000b1_0_0,0.2990941409916893,'Formação Florestal',178,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000b1_0_1,0.2095168525507907,'Pastagem',178,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000000000000000000b1_0_2,0.8251731125579236,'Mosaico de Agricultura ou Pastagem',178,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b1_0_0,0.2990943734135644,'Formação Florestal',178,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b1_0_1,0.2041791164833216,'Pastagem',178,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000000000000000000b1_0_2,0.8305106162035175,'Mosaico de Agricultura ou Pastagem',178,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000b1_0_0,0.2952025072959747,'Formação Florestal',178,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000b1_0_1,0.2191676641051046,'Pastagem',178,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000000000000000000b1_0_2,0.8194139346993239,'Mosaico de Agricultura ou Pastagem',178,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000b1_0_0,0.3002273180233223,'Formação Florestal',178,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000b1_0_1,0.1934589263856174,'Pastagem',178,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000b1_0_2,0.7648632439156314,'Mosaico de Agricultura ou Pastagem',178,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000b1_0_3,0.0744205569237802,'Soja',178,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000000000000000000b1_0_4,0.0008140608520507813,'Outras Lavouras Temporárias',178,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000b1_0_0,0.3136487739849015,'Formação Florestal',178,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000b1_0_1,0.1497992124585916,'Pastagem',178,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000b1_0_2,0.6927225623853491,'Mosaico de Agricultura ou Pastagem',178,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000b1_0_3,0.1275245091174556,'Soja',178,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000000000000000000b1_0_4,0.0500890481541053,'Outras Lavouras Temporárias',178,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000b1_0_0,0.3544015612850411,'Formação Florestal',178,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000b1_0_1,0.1030324494485293,'Pastagem',178,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000b1_0_2,0.7079566871917117,'Mosaico de Agricultura ou Pastagem',178,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000b1_0_3,0.1610662559534406,'Soja',178,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000000000000000000b1_0_4,0.0073271522216796,'Outras Lavouras Temporárias',178,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000000000000000000b1_0_0,0.3763818450374827,'Formação Florestal',178,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000000000000000000b1_0_1,0.098955547156001,'Pastagem',178,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000000000000000000b1_0_2,0.7374269225411195,'Mosaico de Agricultura ou Pastagem',178,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000000000000000000b1_0_3,0.032380957975021,'Soja',178,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
