system:index,area,class,id,year,.geo
0_00000000000000000066_0_0,1.9373073144777848,'Formação Florestal',103,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000066_0_1,1.0170454392590031,'Pastagem',103,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000066_0_2,1.1181739229152317,'Mosaico de Agricultura ou Pastagem',103,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000066_0_0,1.934865014734132,'Formação Florestal',103,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000066_0_1,0.923227723480338,'Pastagem',103,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000066_0_2,1.21443393843755,'Mosaico de Agricultura ou Pastagem',103,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000066_0_0,2.050452405092257,'Formação Florestal',103,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000066_0_1,0.0008141021728515625,'Silvicultura',103,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000066_0_2,0.8316831652580675,'Pastagem',103,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000066_0_3,1.1895770041288507,'Mosaico de Agricultura ou Pastagem',103,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000066_0_0,2.0594077134418693,'Formação Florestal',103,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000066_0_1,0.0008141021728515625,'Silvicultura',103,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000066_0_2,0.6483432489344015,'Pastagem',103,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000066_0_3,1.3639616121029186,'Mosaico de Agricultura ou Pastagem',103,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000066_0_0,2.083831309511203,'Formação Florestal',103,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000066_0_1,0.0008141021728515625,'Silvicultura',103,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000066_0_2,0.4840617889966794,'Pastagem',103,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000066_0_3,1.503819475971307,'Mosaico de Agricultura ou Pastagem',103,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000066_0_0,2.329217669055194,'Formação Florestal',103,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000066_0_1,0.1237458440551756,'Silvicultura',103,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000066_0_2,0.430994378366508,'Pastagem',103,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000066_0_3,1.1885687851751596,'Mosaico de Agricultura ou Pastagem',103,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000066_0_0,2.3398750112740494,'Formação Florestal',103,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000066_0_1,0.1628232918090818,'Silvicultura',103,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000066_0_2,0.403186819527899,'Pastagem',103,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000066_0_3,1.166641554041005,'Mosaico de Agricultura ou Pastagem',103,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000066_0_0,2.48159314718354,'Formação Florestal',103,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000066_0_1,0.1959706589999327,'Silvicultura',103,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000066_0_2,0.3820220002036896,'Pastagem',103,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000066_0_3,1.0129408702648663,'Mosaico de Agricultura ou Pastagem',103,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000066_0_0,2.576912713834649,'Formação Florestal',103,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000066_0_1,0.2372371632853187,'Silvicultura',103,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000066_0_2,0.3508256380775595,'Pastagem',103,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000066_0_3,0.8958592229800957,'Mosaico de Agricultura ou Pastagem',103,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000066_0_4,0.0116919384744083,'Soja',103,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000066_0_0,2.599099299676401,'Formação Florestal',103,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000066_0_1,0.2453779733439124,'Silvicultura',103,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000066_0_2,0.296770068098,'Pastagem',103,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000066_0_3,0.8693855836071546,'Mosaico de Agricultura ou Pastagem',103,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000066_0_4,0.0561948367654239,'Soja',103,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000066_0_5,0.0056989151611328,'Outras Lavouras Temporárias',103,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000066_0_0,2.594264834560746,'Formação Florestal',103,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000066_0_1,0.2429356460123694,'Silvicultura',103,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000066_0_2,0.2386571292365577,'Pastagem',103,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000066_0_3,0.9287157260287424,'Mosaico de Agricultura ou Pastagem',103,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000066_0_4,0.0679533408136105,'Soja',103,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000066_0_0,2.6465774325047,'Formação Florestal',103,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000066_0_1,0.2396788946085609,'Silvicultura',103,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000066_0_2,0.1939628687502394,'Pastagem',103,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000066_0_3,0.9371217051417924,'Mosaico de Agricultura ou Pastagem',103,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000066_0_4,0.0075889204036937,'Soja',103,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000066_0_5,0.0475968552430395,'Outras Lavouras Temporárias',103,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000066_0_0,2.6601046341397248,'Formação Florestal',103,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000066_0_1,0.2322818679622872,'Silvicultura',103,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000066_0_2,0.2179653704407935,'Pastagem',103,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000066_0_3,0.9581040727249432,'Mosaico de Agricultura ou Pastagem',103,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_00000000000000000066_0_4,0.0040707313842773,'Outras Lavouras Temporárias',103,1997,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000066_0_0,2.695796953218124,'Formação Florestal',103,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000066_0_1,0.2072172349010989,'Silvicultura',103,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000066_0_2,0.2186837366830863,'Pastagem',103,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_00000000000000000066_0_3,0.9508287518497226,'Mosaico de Agricultura ou Pastagem',103,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
