mun;grupos;num;area;n_af_nao;n_af_sim;area_af_nao;area_af_sim;usa_agrotoxico;nao_usa_agrotoxico;naf_usa_agrotoxico;naf_nao_usa_agrotoxico;af_usa_agrotoxico;af_nao_usa_agrotoxico;naf_organico;naf_n_organico;af_organico;af_n_organico;;
Anahy;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Anahy;De 0,2 a menos de 0,5 ha;3;1;1;2;0;0;3;0;1;0;2;0;0;0;0;0;;
Anahy;De 0,5 a menos de 1 ha;7;4;4;3;2;2;6;1;3;1;3;0;1;0;0;0;;
Anahy;De 1 a menos de 2 ha;5;7;3;2;0;0;3;2;1;2;2;0;0;2;0;0;;
Anahy;De 2 a menos de 3 ha;11;27;4;7;10;17;4;7;2;2;2;5;0;2;0;5;;
Anahy;De 3 a menos de 4 ha;5;18;2;3;0;0;4;1;2;0;2;1;0;0;0;0;;
Anahy;De 4 a menos de 5 ha;8;38;3;5;13;24;4;4;2;1;2;3;0;1;0;2;;
Anahy;De 5 a menos de 10 ha;28;212;3;25;19;193;19;9;1;2;18;7;0;2;1;5;;
Anahy;De 10 a menos de 20 ha;50;696;7;43;91;605;41;9;5;2;36;7;0;2;0;3;;
Anahy;De 20 a menos de 50 ha;35;1104;5;30;169;935;33;2;3;2;30;0;0;2;0;0;;
Anahy;De 50 a menos de 100 ha;30;2061;13;17;1044;1017;29;1;12;1;17;0;0;1;0;0;;
Anahy;De 100 a menos de 200 ha;17;2522;17;0;2522;0;17;0;17;0;0;0;0;0;0;0;;
Anahy;De 200 a menos de 500 ha;6;1697;6;0;1697;0;6;0;6;0;0;0;0;0;0;0;;
Anahy;De 500 a menos de 1.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Anahy;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Anahy;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Anahy;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Anahy;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Andirá;Mais de 0 a menos de 0,1 ha;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;;
Andirá;De 0,1 a menos de 0,2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Andirá;De 0,2 a menos de 0,5 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;
Andirá;De 0,5 a menos de 1 ha;21;11;0;21;0;11;16;5;0;0;16;5;0;0;2;3;;
Andirá;De 1 a menos de 2 ha;3;0;0;3;0;0;1;2;0;0;1;2;0;0;1;0;;
Andirá;De 2 a menos de 3 ha;12;30;0;12;0;30;9;3;0;0;9;3;0;0;0;2;;
Andirá;De 3 a menos de 4 ha;4;15;0;4;0;15;3;1;0;0;3;1;0;0;0;0;;
Andirá;De 4 a menos de 5 ha;17;81;1;16;0;0;13;4;0;1;13;3;0;1;0;2;;
Andirá;De 5 a menos de 10 ha;39;300;5;34;42;258;28;11;3;2;25;9;0;1;1;4;;
Andirá;De 10 a menos de 20 ha;61;868;8;53;115;753;53;8;7;1;46;7;0;1;1;1;;
Andirá;De 20 a menos de 50 ha;59;1944;7;52;250;1694;57;2;7;0;50;2;0;0;0;0;;
Andirá;De 50 a menos de 100 ha;28;2013;15;13;1212;801;25;3;15;0;10;3;0;0;0;2;;
Andirá;De 100 a menos de 200 ha;21;2909;21;0;2909;0;21;0;21;0;0;0;0;0;0;0;;
Andirá;De 200 a menos de 500 ha;17;4914;17;0;4914;0;17;0;17;0;0;0;0;0;0;0;;
Andirá;De 500 a menos de 1.000 ha;5;3385;5;0;3385;0;5;0;5;0;0;0;0;0;0;0;;
Andirá;De 1.000 a menos de 2.500 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
Andirá;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Andirá;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Andirá;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ângulo;Mais de 0 a menos de 0,1 ha;2;0;0;2;0;0;0;2;0;0;0;2;0;0;0;1;;
Ângulo;De 0,1 a menos de 0,2 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;;
Ângulo;De 0,2 a menos de 0,5 ha;3;1;1;2;0;0;0;3;0;1;0;2;0;1;0;1;;
Ângulo;De 0,5 a menos de 1 ha;33;17;20;13;10;7;4;29;4;16;0;13;0;11;0;10;;
Ângulo;De 1 a menos de 2 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ângulo;De 2 a menos de 3 ha;3;7;1;2;0;0;1;2;0;1;1;1;0;1;0;1;;
Ângulo;De 3 a menos de 4 ha;16;59;7;9;25;33;8;8;5;2;3;6;0;2;0;4;;
Ângulo;De 4 a menos de 5 ha;11;53;2;9;0;0;3;8;1;1;2;7;0;0;0;5;;
Ângulo;De 5 a menos de 10 ha;31;248;1;30;0;0;19;12;1;0;18;12;0;0;0;7;;
Ângulo;De 10 a menos de 20 ha;67;929;5;62;74;855;47;20;1;4;46;16;0;3;0;10;;
Ângulo;De 20 a menos de 50 ha;55;1684;6;49;195;1490;49;6;6;0;43;6;0;0;0;0;;
Ângulo;De 50 a menos de 100 ha;18;1393;15;3;0;0;16;2;14;1;2;1;0;1;0;1;;
Ângulo;De 100 a menos de 200 ha;16;2070;16;0;2070;0;13;3;13;3;0;0;0;1;0;0;;
Ângulo;De 200 a menos de 500 ha;7;1631;7;0;1631;0;7;0;7;0;0;0;0;0;0;0;;
Ângulo;De 500 a menos de 1.000 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
Ângulo;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ângulo;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ângulo;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ângulo;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Antonina;Mais de 0 a menos de 0,1 ha;5;0;1;4;0;0;1;4;0;1;1;3;0;1;0;3;;
Antonina;De 0,1 a menos de 0,2 ha;10;1;7;3;0;0;0;10;0;7;0;3;0;4;1;2;;
Antonina;De 0,2 a menos de 0,5 ha;8;3;1;7;0;0;0;8;0;1;0;7;1;0;2;5;;
Antonina;De 0,5 a menos de 1 ha;23;14;11;12;6;8;4;19;3;8;1;11;0;7;2;8;;
Antonina;De 1 a menos de 2 ha;33;40;9;24;10;30;8;25;1;8;7;17;0;6;3;10;;
Antonina;De 2 a menos de 3 ha;26;61;15;11;34;27;3;23;2;13;1;10;0;12;0;8;;
Antonina;De 3 a menos de 4 ha;13;44;7;6;0;0;1;12;1;6;0;6;0;5;1;2;;
Antonina;De 4 a menos de 5 ha;26;124;9;17;43;81;5;21;2;7;3;14;0;5;3;10;;
Antonina;De 5 a menos de 10 ha;41;312;16;25;126;186;10;31;2;14;8;17;1;11;1;12;;
Antonina;De 10 a menos de 20 ha;29;406;3;26;41;365;12;17;1;2;11;15;0;2;3;11;;
Antonina;De 20 a menos de 50 ha;41;1396;24;17;804;591;11;30;6;18;5;12;0;13;1;8;;
Antonina;De 50 a menos de 100 ha;16;1198;11;5;912;286;2;14;0;11;2;3;0;8;1;1;;
Antonina;De 100 a menos de 200 ha;6;852;6;0;852;0;1;5;1;5;0;0;0;2;0;0;;
Antonina;De 200 a menos de 500 ha;17;6212;17;0;6212;0;2;15;2;15;0;0;0;11;0;0;;
Antonina;De 500 a menos de 1.000 ha;6;4470;6;0;4470;0;1;5;1;5;0;0;0;3;0;0;;
Antonina;De 1.000 a menos de 2.500 ha;2;0;2;0;0;0;1;1;1;1;0;0;0;1;0;0;;
Antonina;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Antonina;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Antonina;Produtor sem área;2;0;2;0;0;0;0;1;0;1;0;0;0;1;0;0;;
Antônio Olinto;Mais de 0 a menos de 0,1 ha;3;0;2;1;0;0;1;2;0;2;1;0;0;2;0;0;;
Antônio Olinto;De 0,1 a menos de 0,2 ha;5;1;4;1;0;0;2;3;2;2;0;1;0;2;0;1;;
Antônio Olinto;De 0,2 a menos de 0,5 ha;30;12;17;13;0;0;8;22;4;13;4;9;0;9;1;2;;
Antônio Olinto;De 0,5 a menos de 1 ha;40;29;15;25;10;19;16;24;4;11;12;13;2;5;2;4;;
Antônio Olinto;De 1 a menos de 2 ha;71;102;29;42;41;61;41;30;13;16;28;14;0;14;0;7;;
Antônio Olinto;De 2 a menos de 3 ha;60;146;12;48;29;118;44;16;7;5;37;11;0;5;1;6;;
Antônio Olinto;De 3 a menos de 4 ha;69;238;16;53;54;184;52;17;10;6;42;11;0;3;1;5;;
Antônio Olinto;De 4 a menos de 5 ha;73;345;13;60;63;282;58;15;7;6;51;9;0;5;2;3;;
Antônio Olinto;De 5 a menos de 10 ha;201;1514;20;181;148;1366;168;33;13;7;155;26;0;7;3;16;;
Antônio Olinto;De 10 a menos de 20 ha;177;2537;13;164;183;2354;156;21;7;6;149;15;0;2;0;12;;
Antônio Olinto;De 20 a menos de 50 ha;166;5281;13;153;432;4849;149;17;6;7;143;10;0;6;1;8;;
Antônio Olinto;De 50 a menos de 100 ha;73;5014;36;37;2888;2126;69;4;34;2;35;2;0;2;0;2;;
Antônio Olinto;De 100 a menos de 200 ha;19;2692;19;0;2692;0;18;1;18;1;0;0;0;0;0;0;;
Antônio Olinto;De 200 a menos de 500 ha;13;3507;13;0;3507;0;11;2;11;2;0;0;0;2;0;0;;
Antônio Olinto;De 500 a menos de 1.000 ha;5;3344;5;0;3344;0;3;2;3;2;0;0;1;1;0;0;;
Antônio Olinto;De 1.000 a menos de 2.500 ha;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;;
Antônio Olinto;De 2.500 a menos de 10.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Antônio Olinto;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Antônio Olinto;Produtor sem área;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;;
Apucarana;Mais de 0 a menos de 0,1 ha;4;0;1;3;0;0;0;4;0;1;0;3;0;1;0;2;;
Apucarana;De 0,1 a menos de 0,2 ha;4;1;1;3;0;0;0;4;0;1;0;3;0;1;1;2;;
Apucarana;De 0,2 a menos de 0,5 ha;15;5;5;10;2;3;2;13;2;3;0;10;1;2;0;7;;
Apucarana;De 0,5 a menos de 1 ha;138;76;71;67;39;36;82;56;46;25;36;31;1;13;7;18;;
Apucarana;De 1 a menos de 2 ha;50;64;17;33;22;42;23;27;10;7;13;20;1;2;1;11;;
Apucarana;De 2 a menos de 3 ha;101;246;25;76;61;185;57;44;15;10;42;34;1;7;1;21;;
Apucarana;De 3 a menos de 4 ha;61;212;20;41;72;140;43;18;9;11;34;7;1;7;0;6;;
Apucarana;De 4 a menos de 5 ha;93;435;12;81;57;378;67;26;7;5;60;21;1;2;2;11;;
Apucarana;De 5 a menos de 10 ha;210;1605;35;175;268;1337;151;59;18;17;133;42;1;12;0;31;;
Apucarana;De 10 a menos de 20 ha;275;3788;49;226;703;3084;207;68;32;17;175;51;0;14;3;39;;
Apucarana;De 20 a menos de 50 ha;188;5845;52;136;1608;4237;139;49;32;20;107;29;0;13;2;22;;
Apucarana;De 50 a menos de 100 ha;71;5254;62;9;4777;477;53;18;45;17;8;1;0;12;0;1;;
Apucarana;De 100 a menos de 200 ha;54;7661;54;0;7661;0;43;11;43;11;0;0;0;11;0;0;;
Apucarana;De 200 a menos de 500 ha;29;8366;29;0;8366;0;27;2;27;2;0;0;0;2;0;0;;
Apucarana;De 500 a menos de 1.000 ha;10;7241;10;0;7241;0;9;1;9;1;0;0;0;1;0;0;;
Apucarana;De 1.000 a menos de 2.500 ha;2;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;;
Apucarana;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Apucarana;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Apucarana;Produtor sem área;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;;
Arapongas;Mais de 0 a menos de 0,1 ha;4;0;0;4;0;0;0;4;0;0;0;4;0;0;3;1;;
Arapongas;De 0,1 a menos de 0,2 ha;6;1;4;2;0;0;1;5;1;3;0;2;3;0;2;0;;
Arapongas;De 0,2 a menos de 0,5 ha;12;3;2;10;0;0;4;8;1;1;3;7;1;0;6;1;;
Arapongas;De 0,5 a menos de 1 ha;21;11;6;15;3;8;2;19;0;6;2;13;2;2;8;1;;
Arapongas;De 1 a menos de 2 ha;8;9;1;7;0;0;3;5;0;1;3;4;0;0;2;2;;
Arapongas;De 2 a menos de 3 ha;25;61;6;19;14;47;4;21;2;4;2;17;1;0;8;6;;
Arapongas;De 3 a menos de 4 ha;31;109;5;26;18;92;16;15;3;2;13;13;1;1;8;5;;
Arapongas;De 4 a menos de 5 ha;27;128;3;24;14;114;12;15;0;3;12;12;2;1;8;0;;
Arapongas;De 5 a menos de 10 ha;163;1132;25;138;177;955;94;69;11;14;83;55;1;8;21;18;;
Arapongas;De 10 a menos de 20 ha;90;1219;20;70;267;952;71;19;13;7;58;12;1;5;5;6;;
Arapongas;De 20 a menos de 50 ha;76;2307;19;57;622;1685;66;10;16;3;50;7;2;1;5;2;;
Arapongas;De 50 a menos de 100 ha;43;3223;43;0;3223;0;40;3;40;3;0;0;2;1;0;0;;
Arapongas;De 100 a menos de 200 ha;31;4099;31;0;4099;0;29;2;29;2;0;0;0;1;0;0;;
Arapongas;De 200 a menos de 500 ha;20;6027;20;0;6027;0;20;0;20;0;0;0;0;0;0;0;;
Arapongas;De 500 a menos de 1.000 ha;7;4245;7;0;4245;0;7;0;7;0;0;0;0;0;0;0;;
Arapongas;De 1.000 a menos de 2.500 ha;4;0;4;0;0;0;4;0;4;0;0;0;0;0;0;0;;
Arapongas;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Arapongas;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Arapongas;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Arapoti;Mais de 0 a menos de 0,1 ha;11;0;2;9;0;0;1;10;0;2;1;8;0;2;1;7;;
Arapoti;De 0,1 a menos de 0,2 ha;8;1;3;5;0;0;0;8;0;3;0;5;0;3;2;2;;
Arapoti;De 0,2 a menos de 0,5 ha;48;22;4;44;2;20;19;29;1;3;18;26;1;2;0;22;;
Arapoti;De 0,5 a menos de 1 ha;37;25;11;26;7;18;9;28;2;9;7;19;1;7;0;14;;
Arapoti;De 1 a menos de 2 ha;47;62;18;29;22;40;18;29;5;13;13;16;0;11;0;11;;
Arapoti;De 2 a menos de 3 ha;32;77;10;22;24;53;11;21;4;6;7;15;0;6;0;13;;
Arapoti;De 3 a menos de 4 ha;42;145;11;31;38;107;17;25;7;4;10;21;0;2;0;18;;
Arapoti;De 4 a menos de 5 ha;42;195;17;25;78;117;15;27;7;10;8;17;1;8;3;13;;
Arapoti;De 5 a menos de 10 ha;112;823;27;85;197;626;51;61;6;21;45;40;0;16;0;35;;
Arapoti;De 10 a menos de 20 ha;100;1419;28;72;394;1026;51;49;11;17;40;32;0;13;1;24;;
Arapoti;De 20 a menos de 50 ha;133;4317;30;103;955;3362;76;57;14;16;62;41;0;13;2;32;;
Arapoti;De 50 a menos de 100 ha;57;4160;37;20;2865;1295;34;23;23;14;11;9;0;9;0;6;;
Arapoti;De 100 a menos de 200 ha;57;7791;57;0;7791;0;48;9;48;9;0;0;0;7;0;0;;
Arapoti;De 200 a menos de 500 ha;63;19513;63;0;19513;0;48;15;48;15;0;0;0;11;0;0;;
Arapoti;De 500 a menos de 1.000 ha;20;14482;20;0;14482;0;17;3;17;3;0;0;0;1;0;0;;
Arapoti;De 1.000 a menos de 2.500 ha;7;10918;7;0;10918;0;6;1;6;1;0;0;0;1;0;0;;
Arapoti;De 2.500 a menos de 10.000 ha;7;0;7;0;0;0;5;2;5;2;0;0;0;2;0;0;;
Arapoti;De 10.000 ha e mais;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Arapoti;Produtor sem área;34;0;8;26;0;0;0;1;0;1;0;0;0;1;0;0;;
Arapuã;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Arapuã;De 0,1 a menos de 0,2 ha;2;0;1;1;0;0;0;2;0;1;0;1;0;1;0;1;;
Arapuã;De 0,2 a menos de 0,5 ha;4;0;1;3;0;0;2;2;0;1;2;1;0;1;0;1;;
Arapuã;De 0,5 a menos de 1 ha;26;14;5;21;3;11;4;22;0;5;4;17;0;3;0;12;;
Arapuã;De 1 a menos de 2 ha;14;18;3;11;4;14;5;9;2;1;3;8;0;1;0;6;;
Arapuã;De 2 a menos de 3 ha;18;44;4;14;10;34;8;10;0;4;8;6;0;4;0;5;;
Arapuã;De 3 a menos de 4 ha;18;65;2;16;0;0;8;10;0;2;8;8;0;2;0;7;;
Arapuã;De 4 a menos de 5 ha;18;87;2;16;0;0;7;11;1;1;6;10;0;1;0;9;;
Arapuã;De 5 a menos de 10 ha;62;477;3;59;24;453;39;23;1;2;38;21;0;2;0;17;;
Arapuã;De 10 a menos de 20 ha;98;1411;8;90;120;1291;65;33;5;3;60;30;0;3;0;20;;
Arapuã;De 20 a menos de 50 ha;130;4060;8;122;221;3839;101;29;5;3;96;26;0;3;0;18;;
Arapuã;De 50 a menos de 100 ha;48;3391;23;25;1893;1498;41;7;21;2;20;5;0;2;0;4;;
Arapuã;De 100 a menos de 200 ha;21;3272;21;0;3272;0;19;2;19;2;0;0;0;1;0;0;;
Arapuã;De 200 a menos de 500 ha;12;3288;12;0;3288;0;11;1;11;1;0;0;0;1;0;0;;
Arapuã;De 500 a menos de 1.000 ha;5;3372;5;0;3372;0;5;0;5;0;0;0;0;0;0;0;;
Arapuã;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Arapuã;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Arapuã;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Arapuã;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Araruna;Mais de 0 a menos de 0,1 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Araruna;De 0,1 a menos de 0,2 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;
Araruna;De 0,2 a menos de 0,5 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Araruna;De 0,5 a menos de 1 ha;2;0;0;2;0;0;0;2;0;0;0;2;0;0;0;1;;
Araruna;De 1 a menos de 2 ha;5;8;1;4;0;0;3;2;1;0;2;2;0;0;0;2;;
Araruna;De 2 a menos de 3 ha;12;29;3;9;0;0;5;7;0;3;5;4;0;3;0;3;;
Araruna;De 3 a menos de 4 ha;18;62;6;12;21;40;6;12;2;4;4;8;0;2;0;4;;
Araruna;De 4 a menos de 5 ha;39;186;20;19;96;90;12;27;4;16;8;11;0;10;0;8;;
Araruna;De 5 a menos de 10 ha;111;843;27;84;191;652;55;56;4;23;51;33;1;18;0;16;;
Araruna;De 10 a menos de 20 ha;115;1636;21;94;313;1324;56;59;3;18;53;41;0;13;0;25;;
Araruna;De 20 a menos de 50 ha;127;3952;15;112;437;3516;89;38;5;10;84;28;0;8;0;20;;
Araruna;De 50 a menos de 100 ha;77;5660;34;43;2909;2751;66;11;26;8;40;3;0;6;0;1;;
Araruna;De 100 a menos de 200 ha;48;7169;48;0;7169;0;40;8;40;8;0;0;0;5;0;0;;
Araruna;De 200 a menos de 500 ha;40;11692;40;0;11692;0;38;2;38;2;0;0;0;1;0;0;;
Araruna;De 500 a menos de 1.000 ha;11;7179;11;0;7179;0;11;0;11;0;0;0;0;0;0;0;;
Araruna;De 1.000 a menos de 2.500 ha;4;5063;4;0;5063;0;4;0;4;0;0;0;0;0;0;0;;
Araruna;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Araruna;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Araruna;Produtor sem área;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;;
Araucária;Mais de 0 a menos de 0,1 ha;4;0;0;4;0;0;1;3;0;0;1;3;0;0;0;2;;
Araucária;De 0,1 a menos de 0,2 ha;3;0;2;1;0;0;1;2;0;2;1;0;2;0;0;0;;
Araucária;De 0,2 a menos de 0,5 ha;26;10;0;26;0;10;0;26;0;0;0;26;0;0;3;21;;
Araucária;De 0,5 a menos de 1 ha;42;31;3;39;2;29;10;32;2;1;8;31;0;1;6;17;;
Araucária;De 1 a menos de 2 ha;99;131;14;85;19;112;34;65;7;7;27;58;0;3;10;35;;
Araucária;De 2 a menos de 3 ha;143;344;16;127;39;304;80;63;11;5;69;58;1;3;7;33;;
Araucária;De 3 a menos de 4 ha;85;301;10;75;36;265;58;27;9;1;49;26;1;0;5;11;;
Araucária;De 4 a menos de 5 ha;77;365;12;65;57;308;58;19;5;7;53;12;0;5;0;8;;
Araucária;De 5 a menos de 10 ha;272;2021;28;244;210;1812;222;50;17;11;205;39;1;7;3;16;;
Araucária;De 10 a menos de 20 ha;279;4019;16;263;222;3797;242;37;11;5;231;32;0;5;2;16;;
Araucária;De 20 a menos de 50 ha;258;7790;32;226;1112;6678;228;30;20;12;208;18;2;6;2;8;;
Araucária;De 50 a menos de 100 ha;65;4362;65;0;4362;0;55;10;55;10;0;0;1;7;0;0;;
Araucária;De 100 a menos de 200 ha;20;2741;20;0;2741;0;20;0;20;0;0;0;0;0;0;0;;
Araucária;De 200 a menos de 500 ha;12;2980;12;0;2980;0;10;2;10;2;0;0;1;1;0;0;;
Araucária;De 500 a menos de 1.000 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Araucária;De 1.000 a menos de 2.500 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Araucária;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Araucária;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Araucária;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ariranha do Ivaí;Mais de 0 a menos de 0,1 ha;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;;
Ariranha do Ivaí;De 0,1 a menos de 0,2 ha;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;;
Ariranha do Ivaí;De 0,2 a menos de 0,5 ha;3;1;1;2;0;0;1;2;0;1;1;1;0;1;0;1;;
Ariranha do Ivaí;De 0,5 a menos de 1 ha;4;3;2;2;0;0;1;3;1;1;0;2;0;1;0;1;;
Ariranha do Ivaí;De 1 a menos de 2 ha;24;31;8;16;11;20;10;14;5;3;5;11;0;2;0;8;;
Ariranha do Ivaí;De 2 a menos de 3 ha;28;68;5;23;12;56;10;18;3;2;7;16;0;0;0;13;;
Ariranha do Ivaí;De 3 a menos de 4 ha;18;64;9;9;32;32;10;8;6;3;4;5;0;2;0;3;;
Ariranha do Ivaí;De 4 a menos de 5 ha;41;196;11;30;52;143;28;13;6;5;22;8;0;4;0;8;;
Ariranha do Ivaí;De 5 a menos de 10 ha;124;938;16;108;121;817;69;55;5;11;64;44;0;11;0;36;;
Ariranha do Ivaí;De 10 a menos de 20 ha;113;1647;8;105;113;1535;85;28;5;3;80;25;0;3;0;19;;
Ariranha do Ivaí;De 20 a menos de 50 ha;86;2515;9;77;230;2285;69;17;6;3;63;14;0;3;0;12;;
Ariranha do Ivaí;De 50 a menos de 100 ha;34;2593;22;12;1839;754;30;4;19;3;11;1;0;1;0;1;;
Ariranha do Ivaí;De 100 a menos de 200 ha;25;3515;25;0;3515;0;18;7;18;7;0;0;0;6;0;0;;
Ariranha do Ivaí;De 200 a menos de 500 ha;16;4511;16;0;4511;0;11;5;11;5;0;0;0;4;0;0;;
Ariranha do Ivaí;De 500 a menos de 1.000 ha;4;3141;4;0;3141;0;3;1;3;1;0;0;0;0;0;0;;
Ariranha do Ivaí;De 1.000 a menos de 2.500 ha;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;;
Ariranha do Ivaí;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ariranha do Ivaí;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Ariranha do Ivaí;Produtor sem área;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;;
Assaí;Mais de 0 a menos de 0,1 ha;4;0;0;4;0;0;1;3;0;0;1;3;0;0;0;2;;
Assaí;De 0,1 a menos de 0,2 ha;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;;
Assaí;De 0,2 a menos de 0,5 ha;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;;
Assaí;De 0,5 a menos de 1 ha;47;25;25;22;13;11;21;26;9;16;12;10;3;7;0;8;;
Assaí;De 1 a menos de 2 ha;16;21;0;16;0;21;13;3;0;0;13;3;0;0;0;2;;
Assaí;De 2 a menos de 3 ha;20;48;5;15;11;37;12;8;2;3;10;5;0;2;3;2;;
Assaí;De 3 a menos de 4 ha;20;69;4;16;0;0;11;9;3;1;8;8;0;0;1;5;;
Assaí;De 4 a menos de 5 ha;26;123;1;25;0;0;17;9;0;1;17;8;0;0;1;2;;
Assaí;De 5 a menos de 10 ha;90;656;7;83;54;603;65;25;3;4;62;21;0;4;1;16;;
Assaí;De 10 a menos de 20 ha;92;1307;10;82;163;1144;77;15;5;5;72;10;0;5;1;9;;
Assaí;De 20 a menos de 50 ha;132;4220;10;122;322;3898;117;15;6;4;111;11;1;2;1;8;;
Assaí;De 50 a menos de 100 ha;75;5442;45;30;3673;1769;66;9;39;6;27;3;0;5;0;3;;
Assaí;De 100 a menos de 200 ha;39;5160;39;0;5160;0;35;4;35;4;0;0;0;2;0;0;;
Assaí;De 200 a menos de 500 ha;30;9892;30;0;9892;0;26;4;26;4;0;0;0;2;0;0;;
Assaí;De 500 a menos de 1.000 ha;5;2916;5;0;2916;0;5;0;5;0;0;0;0;0;0;0;;
Assaí;De 1.000 a menos de 2.500 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Assaí;De 2.500 a menos de 10.000 ha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Assaí;De 10.000 ha e mais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Assaí;Produtor sem área;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Assis Chateaubriand;Mais de 0 a menos de 0,1 ha;20;1;5;15;0;1;1;19;0;5;1;14;0;5;1;11;;
Assis Chateaubriand;De 0,1 a menos de 0,2 ha;14;2;1;13;0;0;1;13;0;1;1;12;0;0;1;10;;
