system:index,area,class,id,year,.geo
0_00000000000000000273_0_0,0.2457140732275869,'Formação Florestal',628,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000273_0_1,0.2697792931154738,'Pastagem',628,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000273_0_2,0.0686966887197457,'Mosaico de Agricultura ou Pastagem',628,1985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000273_0_0,0.2457140732275869,'Formação Florestal',628,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000273_0_1,0.2729864129885206,'Pastagem',628,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000273_0_2,0.0654895688466988,'Mosaico de Agricultura ou Pastagem',628,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000273_0_0,0.2457140732275869,'Formação Florestal',628,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000273_0_1,0.2807463785943723,'Pastagem',628,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000273_0_2,0.0577296032408471,'Mosaico de Agricultura ou Pastagem',628,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000273_0_0,0.2476917866799747,'Formação Florestal',628,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000273_0_1,0.2932761721638998,'Pastagem',628,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000273_0_2,0.0432220962189319,'Mosaico de Agricultura ou Pastagem',628,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000273_0_0,0.2476917866799747,'Formação Florestal',628,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000273_0_1,0.2932761721638998,'Pastagem',628,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000273_0_2,0.0432220962189319,'Mosaico de Agricultura ou Pastagem',628,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000273_0_0,0.2476917866799747,'Formação Florestal',628,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000273_0_1,0.2916726196126302,'Pastagem',628,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000273_0_2,0.0440238448151233,'Mosaico de Agricultura ou Pastagem',628,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000273_0_3,0.000801803955078125,'Outras Lavouras Temporárias',628,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000273_0_0,0.2465158384253408,'Formação Florestal',628,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000273_0_1,0.2842115169924268,'Pastagem',628,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000273_0_2,0.0526608956899605,'Mosaico de Agricultura ou Pastagem',628,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000273_0_3,0.000801803955078125,'Outras Lavouras Temporárias',628,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000273_0_0,0.2465158384253408,'Formação Florestal',628,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000273_0_1,0.2819602822397269,'Pastagem',628,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000273_0_2,0.0557139343977385,'Mosaico de Agricultura ou Pastagem',628,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000273_0_0,0.2481193965308095,'Formação Florestal',628,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000273_0_1,0.2667264537485159,'Pastagem',628,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000273_0_2,0.0693442047834808,'Mosaico de Agricultura ou Pastagem',628,1993,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000273_0_0,0.2481193965308095,'Formação Florestal',628,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000273_0_1,0.2595104544199027,'Pastagem',628,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000273_0_2,0.076560204112094,'Mosaico de Agricultura ou Pastagem',628,1994,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000273_0_0,0.2473176257788564,'Formação Florestal',628,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000273_0_1,0.2555016432016408,'Pastagem',628,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000273_0_2,0.0813707860823089,'Mosaico de Agricultura ou Pastagem',628,1995,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000273_0_0,0.2480250819233015,'Formação Florestal',628,1996,"{""type"":""MultiPoint"",""coordinates"":[]}"
